query,length,keyword_count,special_character_count,contains_sensitive_column,is_select_star,label
SELECT * FROM exontdycxa WHERE mqrgpu BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM byziswozoy WHERE nrkkkt='admin' OR 1=1;,53,2,5,0,1,1
"SELECT bjmdor, AVG(spofnd) FROM sqcjhqrplg GROUP BY bjmdor;",59,3,3,0,0,0
SELECT COUNT(*) FROM uatgvqgfuh WHERE exeptx > 10;,50,1,3,0,0,0
"SELECT nglgbz, hjusne FROM mogrcmxhlv WHERE nglgbz='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM jlghrlxvjw WHERE fylypt > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM spypsxoced WHERE wfclrr > 10;,50,1,3,0,0,0
SELECT * FROM oemamyqrch WHERE arrsls='admin' OR 1=1;,53,2,5,0,1,1
"SELECT czbkya, AVG(urjhnc) FROM soucouythn GROUP BY czbkya;",59,1,3,0,0,0
"SELECT ghdwoi, qsrpgk FROM fmsyzlztgt WHERE ghdwoi='value';",59,1,4,0,0,0
SELECT * FROM irxyonfhrq WHERE kjckmz='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM bnlpznmmvl WHERE lwiuns > 10;,50,1,3,0,0,0
SELECT * FROM lpkchnjqhk WHERE fqkipi BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT hcqjes FROM eixkbmgqpi WHERE wuyipu LIKE 'test%';,56,1,3,0,0,0
DELETE FROM cvzovgshmz WHERE ilnbwp=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM yfejknfmtg WHERE dfxglb > 10;,50,1,3,0,0,0
"SELECT jpmxyv, btiznh FROM lqyjgwozgn WHERE jpmxyv='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT zvisio, hdmcij FROM pafnnmzxin WHERE zvisio='value';",59,1,4,0,0,0
"SELECT meyxid, zfijfu FROM dlrskqvpea WHERE meyxid='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE lgejpjslgx;,22,1,1,0,0,1
SELECT kkvkkc FROM xoheidtkug WHERE pziykg LIKE 'test%';,56,1,3,1,0,0
"SELECT tmgjiu, egfisw FROM fsnykzpnmu WHERE tmgjiu='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT qjzrit, AVG(uljibp) FROM syekchuhqe GROUP BY qjzrit;",59,1,3,0,0,0
DROP TABLE lwjqrtmbyk;,22,1,1,0,0,1
DELETE FROM jlkioqmemn WHERE yojlwp=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM hyjekousdt WHERE msrhrr BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM wwnmrrtxhc WHERE ebroxg='admin' OR 1=1;,53,2,5,0,1,1
UPDATE fzzwhxiklp SET kmjeql='hacked' WHERE dekwky='admin';,59,1,7,0,0,1
"SELECT wjbhcu, dqceet FROM iprxkxsgmt WHERE wjbhcu='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT zkixmr FROM mpspocbklu WHERE coxjiq='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT yyzzyl, hdrjgt FROM rvwwccxlkq WHERE yyzzyl='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT mnneqf, strxtn FROM ddgiaumjxc WHERE mnneqf='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT atbtrj, AVG(ggitaw) FROM rkfuyprjvo GROUP BY atbtrj;",59,1,3,0,0,0
SELECT * FROM keoexdyhhd WHERE zqtecv BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM tqwngwdqca WHERE kbxwdu BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM jrylwjoitz WHERE jppcya > 10;,50,1,3,0,0,0
DROP TABLE efxulveuye;,22,1,1,0,0,1
DROP TABLE wxqiltefrz;,22,1,1,0,0,1
"SELECT uzdpss, wvmtaz FROM iobrsxajjb WHERE uzdpss='value';",59,1,4,0,0,0
DELETE FROM gqdtczbqjd WHERE jszyml=10 OR 1=1;,46,2,3,0,0,1
DROP TABLE vgeozfxhkk;,22,1,1,0,0,1
"SELECT wphlqk, lufdqs FROM oxzkpuuqam WHERE wphlqk='value';",59,1,4,0,0,0
SELECT fcfyhd FROM pnfjtzrtgl WHERE nsobma LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM gqqjzhfalw WHERE vovhnc BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM likvuvaobf WHERE yenhyf BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM duakowvlel WHERE mzamzu > 10;,50,1,3,0,0,0
SELECT vsqecs FROM zeymzaisgh WHERE vuvrzp='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT gukouh, AVG(vrqgpt) FROM byvmoeebuw GROUP BY gukouh;",59,1,3,0,0,0
"SELECT bovjvo, AVG(imvpzl) FROM arkfbxihxg GROUP BY bovjvo;",59,1,3,0,0,0
SELECT guiimz FROM mpzmptjnku WHERE fnihxj LIKE 'test%';,56,1,3,0,0,0
SELECT COUNT(*) FROM sfpfoljlto WHERE ijmdrb > 10;,50,1,3,0,0,0
SELECT * FROM hrmrkxamfp WHERE bkhcwx='admin' OR 1=1;,53,2,5,0,1,1
SELECT epfipg FROM bjseuhfukm WHERE webrqd LIKE 'test%';,56,1,3,0,0,0
"SELECT yvmcso, lngrjz FROM kxssudmycx WHERE yvmcso='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT xkaies FROM fwmdvfzydr WHERE rxrhbc='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM zkibygcmsx WHERE qtsthd=10 OR 1=1;,46,2,3,0,0,1
UPDATE wwexacvxld SET tsgrek='hacked' WHERE oneual='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM olgoasgmqj WHERE qlohtv > 10;,50,1,3,0,0,0
SELECT * FROM uqkxvejiia WHERE xelgqr='admin' OR 1=1;,53,2,5,0,1,1
SELECT qnwwol FROM dhvilinhej WHERE mmolkf LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM azlslfxzbg WHERE icriih='admin' OR 1=1;,53,2,5,0,1,1
UPDATE tslitnjlhq SET ctbbdw='hacked' WHERE mwiwyg='admin';,59,1,7,0,0,1
SELECT * FROM fupyvmvkbe WHERE iquyup='admin' OR 1=1;,53,2,5,0,1,1
"SELECT xaqsus, hanvbn FROM nrkrfsvyxl WHERE xaqsus='value';",59,1,4,0,0,0
DROP TABLE vdpowdhivs;,22,1,1,0,0,1
"SELECT dkzzcm, hydhom FROM ifcshmixaq WHERE dkzzcm='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM uapirpnwpx WHERE cyrkxw=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM anzqmvmvcd WHERE fqyoul > 10;,50,1,3,0,0,0
"SELECT vbhaid, xfvypq FROM rqjneapryi WHERE vbhaid='value';",59,1,4,1,0,0
SELECT * FROM fnmewhzdmu WHERE wpakkf='admin' OR 1=1;,53,2,5,0,1,1
"SELECT jepaog, AVG(qsyxcp) FROM bvwgifbllc GROUP BY jepaog;",59,1,3,0,0,0
SELECT COUNT(*) FROM hktvtkssex WHERE tngmwt > 10;,50,1,3,0,0,0
"SELECT jalwym, fcjoxe FROM crqixwzhxl WHERE jalwym='value';",59,1,4,0,0,0
"SELECT ddzazb, jqwkgm FROM wfatysfjnt WHERE ddzazb='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM qypgmetldw WHERE yevsun='admin' OR 1=1;,53,2,5,0,1,1
SELECT einvga FROM beolhcbkme WHERE fosdil LIKE 'test%';,56,1,3,0,0,0
"SELECT wnlduy, kdkcss FROM zlklgfvirv WHERE wnlduy='value';",59,1,4,0,0,0
SELECT * FROM objgvrogzl WHERE skvbnu='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM oocuywsqkm WHERE ozlafr BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT bnrcjx, AVG(iqmigv) FROM nbtkbukgsj GROUP BY bnrcjx;",59,1,3,0,0,0
"SELECT imigkg, AVG(tmphhu) FROM mfltgszpau GROUP BY imigkg;",59,1,3,0,0,0
DROP TABLE okdwwznsrv;,22,1,1,0,0,1
SELECT * FROM lqrgedrubx WHERE mdookp BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM koxmxpbmjk WHERE jjeeit > 10;,50,1,3,0,0,0
"SELECT tvkrom, pyuimk FROM pthlhjpqyt WHERE tvkrom='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT xewubv, txfnzc FROM yblmmvhxpy WHERE xewubv='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM vuyrmpytcb WHERE uazvix='admin' OR 1=1;,53,2,5,0,1,1
"SELECT vakfct, ykmlxx FROM oustavratj WHERE vakfct='value';",59,1,4,0,0,0
"SELECT ozsowd, borbqx FROM pqgxmpxseh WHERE ozsowd='value';",59,2,4,0,0,0
SELECT ecohal FROM lsnbkppldg WHERE nfrdet='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM uugwcgxmai WHERE gyrntj=10 OR 1=1;,46,2,3,0,0,1
"SELECT ocpkij, iaurqx FROM ljfpxdgdol WHERE ocpkij='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT qhzisi, AVG(ultegu) FROM psvyzqiejw GROUP BY qhzisi;",59,1,3,0,0,0
SELECT * FROM tvajensjyb WHERE jrincy='admin' OR 1=1;,53,2,5,0,1,1
"SELECT vutrxb, AVG(flujzs) FROM gwqcrtrjye GROUP BY vutrxb;",59,1,3,0,0,0
SELECT * FROM iarslwtzvk WHERE odvdlb BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT uvvqje FROM xpidhdyqwd WHERE wyifyq LIKE 'test%';,56,1,3,1,0,0
SELECT * FROM foinkpvdgh WHERE pamwbn BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT gucjkl FROM rrvqilbljy WHERE kvbblf LIKE 'test%';,56,1,3,0,0,0
"SELECT ehyfjv, fyiyiv FROM savjgndkck WHERE ehyfjv='value';",59,1,4,0,0,0
SELECT * FROM rhxwjouiym WHERE ouemig BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM kqknttekmp WHERE ypgtea=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM ughdnztlmg WHERE gnlzwz > 10;,50,1,3,0,0,0
UPDATE ugmlineoqt SET wfgumf='hacked' WHERE enjyku='admin';,59,1,7,0,0,1
"SELECT lgzcwo, efgmmf FROM gievuowtwa WHERE lgzcwo='value';",59,1,4,0,0,0
SELECT mheruv FROM tjywvhekhh WHERE juhjgm='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM hysejsppgr WHERE qdaaro='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE currrpvbga;,22,1,1,0,0,1
SELECT COUNT(*) FROM yljkguunun WHERE avjfdw > 10;,50,1,3,0,0,0
SELECT ytgqge FROM oapqrtqxyq WHERE lrqtuq='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT uiykjg, bbhgww FROM lfvcbdtymb WHERE uiykjg='value';",59,1,4,0,0,0
DROP TABLE idldirziyp;,22,1,1,1,0,1
SELECT * FROM tdottlhper WHERE lwpsxe BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE gvbnnbcbbh SET sqfenr='hacked' WHERE enduoc='admin';,59,1,7,0,0,1
DROP TABLE vlhprzbvpx;,22,1,1,0,0,1
DROP TABLE hadagaqpya;,22,1,1,0,0,1
SELECT xgqwjx FROM jirdjeihvx WHERE tkbtlo='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM rpliowrazv WHERE wcdcfk=10 OR 1=1;,46,2,3,0,0,1
DELETE FROM utfmkmltcy WHERE krjvgo=10 OR 1=1;,46,2,3,0,0,1
SELECT rrfyrd FROM syfkbclgbl WHERE amqkil='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
UPDATE rlilqxzpfu SET lybnqm='hacked' WHERE vbagyh='admin';,59,1,7,0,0,1
"SELECT zzyilr, AVG(indsor) FROM oeoiuqytkn GROUP BY zzyilr;",59,2,3,0,0,0
SELECT * FROM clegfugmme WHERE liluhb='admin' OR 1=1;,53,2,5,0,1,1
SELECT lizcta FROM ovkfzntkde WHERE alojut='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM efzhcdumar WHERE ivxuyx=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM nfdoazrtoa WHERE mictlx='admin' OR 1=1;,53,2,5,0,1,1
"SELECT zcbqmb, pfxhnz FROM ofjnfytass WHERE zcbqmb='value';",59,1,4,0,0,0
"SELECT giavpa, clxvxb FROM ezbnvwblhk WHERE giavpa='value';",59,1,4,0,0,0
SELECT pwneol FROM znudxsrimo WHERE kdbzip='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT COUNT(*) FROM qdoevypimr WHERE qoxrjr > 10;,50,1,3,0,0,0
UPDATE opqkeaflmv SET xfzrzz='hacked' WHERE dkbuwz='admin';,59,1,7,0,0,1
"SELECT moohou, pgsrpn FROM oqcxgjlgxq WHERE moohou='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT ayqelw FROM nocqubmmgj WHERE cymnak='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM yszyszfoav WHERE uctpaw='admin' OR 1=1;,53,2,5,0,1,1
"SELECT whbedq, awekib FROM fdwxrwqpwv WHERE whbedq='value';",59,1,4,0,0,0
"SELECT rkrsml, buxlgw FROM qludrqslqa WHERE rkrsml='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM bpilgmupki WHERE qngzvs='admin' OR 1=1;,53,2,5,0,1,1
UPDATE kmqgnmbyeb SET ouiffx='hacked' WHERE ooryrs='admin';,59,2,7,0,0,1
DROP TABLE ffrrcnitnp;,22,1,1,0,0,1
"SELECT bkrior, jxpzdc FROM ysoihobtjp WHERE bkrior='value';",59,3,4,0,0,0
"SELECT kggphu, gpnktr FROM ntsbkqzoao WHERE kggphu='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM zenylbuiwj WHERE obnidf BETWEEN 100 AND 500;,58,2,1,1,1,0
"SELECT hjzqbi, qgdjkk FROM tcxceundur WHERE hjzqbi='value';",59,1,4,0,0,0
DELETE FROM nttrszfael WHERE bdunck=10 OR 1=1;,46,2,3,0,0,1
"SELECT caxoii, nrmlgh FROM iksskfkads WHERE caxoii='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE dxhaabsttg;,22,1,1,0,0,1
SELECT COUNT(*) FROM rixdoedwii WHERE prfeyl > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM vlivofeodv WHERE ihnygh > 10;,50,1,3,0,0,0
"SELECT sbrfzx, fkqxir FROM potrbrgavt WHERE sbrfzx='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
UPDATE otwifqpdma SET ghcesm='hacked' WHERE abkhbx='admin';,59,1,7,0,0,1
SELECT nzfyte FROM rukuiwohir WHERE bneyjd='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT iaskja FROM tezllmwjcy WHERE xwwbnd='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM oqbblgjzce WHERE ddoghb BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT xdopmw, AVG(nuqezx) FROM ymguasinkj GROUP BY xdopmw;",59,1,3,0,0,0
SELECT ixnoyh FROM mehybeemks WHERE hnsrvt LIKE 'test%';,56,1,3,0,0,0
"SELECT dgfpwl, hleysu FROM opftslhytq WHERE dgfpwl='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM szvdtredmh WHERE ciusdz='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE amyndaglpz;,22,1,1,0,0,1
"SELECT edqtlx, vmfpeb FROM eaqzgpslka WHERE edqtlx='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM ynzvfxviqx WHERE ajlhkj > 10;,50,1,3,0,0,0
"SELECT glvvyx, AVG(dqbxtl) FROM jldxuuynyo GROUP BY glvvyx;",59,1,3,0,0,0
SELECT yykiol FROM mvqumxqxpi WHERE lcxewx LIKE 'test%';,56,1,3,0,0,0
DROP TABLE dbpdapzafp;,22,1,1,0,0,1
SELECT lylidi FROM ebyotjfurc WHERE nulila LIKE 'test%';,56,1,3,1,0,0
"SELECT cptemk, AVG(oencgp) FROM icemabjbwd GROUP BY cptemk;",59,1,3,0,0,0
"SELECT vqwhcn, AVG(tgdigv) FROM ghhdvvhdvh GROUP BY vqwhcn;",59,1,3,0,0,0
"SELECT tbbokd, igmmnu FROM kmqvnbstkm WHERE tbbokd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM fqzjpadfef WHERE yaevso BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM xgwvmcsrht WHERE iwcuex='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM vmkopdmcbk WHERE aosonm='admin' OR 1=1;,53,2,5,0,1,1
UPDATE voenkdeahf SET mlfsub='hacked' WHERE hqdnsc='admin';,59,1,7,0,0,1
"SELECT uwpito, labfty FROM fxdcjbirwq WHERE uwpito='value';",59,1,4,0,0,0
DROP TABLE clnxvcvlid;,22,1,1,1,0,1
DELETE FROM zvblpncdqn WHERE vddnkb=10 OR 1=1;,46,2,3,0,0,1
"SELECT tgeluf, djhvgk FROM nlfxwmaawj WHERE tgeluf='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM qathfwnqty WHERE qaudro > 10;,50,1,3,0,0,0
SELECT * FROM swkuxzuehm WHERE szsunb='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE pxjphqgstl;,22,1,1,0,0,1
"SELECT rcxppn, egkcli FROM enahzyfejp WHERE rcxppn='value';",59,1,4,0,0,0
SELECT ipmgpg FROM vkubqvtqfd WHERE ehsxpp='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM vvnevozbqs WHERE owzzhg BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM eqheovtslc WHERE czlqnx='admin' OR 1=1;,53,2,5,0,1,1
"SELECT jagqcx, AVG(tgttrv) FROM ypkqbkgmzx GROUP BY jagqcx;",59,1,3,0,0,0
"SELECT gdvzhw, tpulir FROM qzueqbjkqm WHERE gdvzhw='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE voetaugjkj;,22,1,1,0,0,1
"SELECT ytnrek, iltrbu FROM padxehslqs WHERE ytnrek='value';",59,1,4,0,0,0
SELECT * FROM eiwzvnvcll WHERE pjiebr BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM vwsrfzesnp WHERE mwhvby > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM jiukbgzndq WHERE ecgfwq > 10;,50,1,3,0,0,0
SELECT * FROM zozcehwtoz WHERE fdgnfd BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT ntdhue, gcsrha FROM kyhanekgvb WHERE ntdhue='value';",59,1,4,0,0,0
SELECT * FROM duielflvvr WHERE ryealg BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT sgsdpj, gfmazi FROM xkfuexeotz WHERE sgsdpj='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM kfszqjbbdd WHERE lkeagk='admin' OR 1=1;,53,2,5,0,1,1
"SELECT qlqszl, AVG(nomufm) FROM jlxrweszoo GROUP BY qlqszl;",59,1,3,0,0,0
"SELECT sngmdo, pcjyna FROM tgipypraer WHERE sngmdo='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM pwoczvzqbk WHERE nrwsex > 10;,50,1,3,0,0,0
SELECT * FROM zseederhkd WHERE mzalnw BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT wdptho FROM fxbdcwyftk WHERE xxcqfq LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM nwpdoljmnr WHERE tzsldc BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM nlxyvmgkzq WHERE yddpts BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE wtwbxpocrr;,22,1,1,0,0,1
UPDATE nzhfwdqxwv SET wruxzx='hacked' WHERE qyttdu='admin';,59,1,7,0,0,1
SELECT tascmc FROM gdyklgorpg WHERE ilknlz='hacker@xyz.com' OR 'a'='a';,71,3,9,0,0,1
SELECT COUNT(*) FROM hmdykyhwrf WHERE lcpiti > 10;,50,1,3,0,0,0
"SELECT lpdcmd, zlvaop FROM fzqfzuoben WHERE lpdcmd='value';",59,1,4,0,0,0
SELECT kbgvan FROM bizcspzvsu WHERE wqgrla LIKE 'test%';,56,1,3,0,0,0
SELECT dqdsgo FROM plenmzqoeb WHERE iteevu='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM mkgwwdvonf WHERE lqwfkx=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM ogtlghvbux WHERE ygqhqf > 10;,50,1,3,0,0,0
DELETE FROM pywaxgzpwr WHERE wjmgur=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM ajtmzvboau WHERE jgsvpt > 10;,50,1,3,0,0,0
SELECT * FROM zzyuqlbvzk WHERE gfpodc BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT ubhyzt, tivyzi FROM gkpnxrlvjp WHERE ubhyzt='value';",59,1,4,0,0,0
"SELECT chahus, AVG(zitkkt) FROM dnrwqpcpwu GROUP BY chahus;",59,1,3,0,0,0
SELECT * FROM rgbooxfvpq WHERE dgbuwj='admin' OR 1=1;,53,2,5,0,1,1
"SELECT hymexj, tshrej FROM luhgslwffe WHERE hymexj='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
UPDATE pyzkcfbtwo SET gilxut='hacked' WHERE bdcyuo='admin';,59,1,7,0,0,1
"SELECT qhohxe, szmshl FROM uxeujzdoib WHERE qhohxe='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM uvgtrdqlpi WHERE bnsdiq=10 OR 1=1;,46,2,3,0,0,1
UPDATE xagjbdiwlm SET cijwni='hacked' WHERE zkqiza='admin';,59,1,7,0,0,1
"SELECT kwjaky, ztceaw FROM bktewridcl WHERE kwjaky='value';",59,1,4,1,0,0
DROP TABLE majidbpedg;,22,1,1,1,0,1
DROP TABLE aucuczeirl;,22,1,1,0,0,1
"SELECT hmjlwm, AVG(xzjojb) FROM gqyjzzhxzi GROUP BY hmjlwm;",59,1,3,0,0,0
SELECT * FROM chkadizrvu WHERE vzgtzg='admin' OR 1=1;,53,2,5,0,1,1
"SELECT axwjke, AVG(osfgwz) FROM cmtiiqdwzu GROUP BY axwjke;",59,1,3,0,0,0
UPDATE sbtbvrckah SET oexfhs='hacked' WHERE akumpe='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM mbpxpvccfz WHERE vjluqd > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM xqxtivgqai WHERE colgek > 10;,50,1,3,0,0,0
UPDATE youddmrcag SET rbsfbe='hacked' WHERE zauiwj='admin';,59,1,7,0,0,1
DROP TABLE ktynpegdls;,22,1,1,0,0,1
"SELECT imqviq, vnyofl FROM tyswqfwnrl WHERE imqviq='value';",59,1,4,0,0,0
UPDATE xdhafgrfvy SET yqdkql='hacked' WHERE jjhvle='admin';,59,1,7,0,0,1
DROP TABLE emmhmttyls;,22,1,1,0,0,1
"SELECT wrkiyy, qqaxeu FROM vkwzodkxoc WHERE wrkiyy='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM gcrpyhtnws WHERE uxphpg > 10;,50,1,3,0,0,0
DELETE FROM nwkhnidyzf WHERE krmrqm=10 OR 1=1;,46,2,3,1,0,1
SELECT effuys FROM szqhzgkjwh WHERE jhndzh='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT pbails, vgstkx FROM fqoqcmhbrw WHERE pbails='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT yumrmv, mcjcfb FROM ahexubrjlu WHERE yumrmv='value';",59,1,4,0,0,0
SELECT vobpkj FROM atopftqbok WHERE hnyhiy LIKE 'test%';,56,1,3,0,0,0
"SELECT xdhige, peytwr FROM yxsabmmtbh WHERE xdhige='value';",59,1,4,0,0,0
"SELECT wixzvy, phcqwk FROM nqgrmiyghg WHERE wixzvy='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM hftpbddrnd WHERE htcikg BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE cajbwyeuju;,22,1,1,0,0,1
"SELECT huqdsc, AVG(gfjdnb) FROM qsjkcgprwk GROUP BY huqdsc;",59,1,3,0,0,0
DROP TABLE btftgtgzya;,22,1,1,0,0,1
SELECT * FROM jppeytvfiq WHERE jtmgxx BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM qeoemhaixj WHERE xiaajz BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE dbvuemmffu SET ogwhlc='hacked' WHERE ybtgpu='admin';,59,1,7,0,0,1
SELECT ftjsae FROM mlpbrphnua WHERE ekqksv LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM dmimixxqjf WHERE vjoewe='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM qejjxqqxck WHERE tuczkv BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE shrbeajxtf;,22,1,1,0,0,1
"SELECT ijqgqz, acufwa FROM jvtcqfrndz WHERE ijqgqz='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
UPDATE hceaqnrzyt SET mnmbbu='hacked' WHERE hhmyxe='admin';,59,1,7,0,0,1
SELECT uhjbfv FROM wyvmourbzt WHERE aqxwci LIKE 'test%';,56,1,3,0,0,0
SELECT COUNT(*) FROM fsofsfgrux WHERE clnsxc > 10;,50,1,3,0,0,0
"SELECT kifdhi, uqufdo FROM wqyyfcdmkd WHERE kifdhi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM hsvxaripdo WHERE monwat > 10;,50,1,3,0,0,0
DROP TABLE nbmfkkuikp;,22,1,1,0,0,1
DROP TABLE jyjymkyocm;,22,1,1,0,0,1
"SELECT tdufly, wllcxh FROM doptmmtxpb WHERE tdufly='value';",59,1,4,0,0,0
UPDATE zvnmfpnhsm SET pixvbk='hacked' WHERE icwrme='admin';,59,1,7,0,0,1
"SELECT zogrxt, iipyhc FROM wjvwoglmgw WHERE zogrxt='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM pwthsoooht WHERE itcino > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM qvfvmidbqs WHERE qdpkzz > 10;,50,1,3,1,0,0
UPDATE dazkweujzx SET xkcnpm='hacked' WHERE hfucju='admin';,59,1,7,0,0,1
SELECT * FROM ymhdotcbgq WHERE inshab BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT kdajcl, louvww FROM sdfuegfone WHERE kdajcl='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
UPDATE srrfwqkanr SET encdyb='hacked' WHERE qowcfn='admin';,59,1,7,0,0,1
"SELECT ijlgio, AVG(sgakye) FROM kjlqnnvixl GROUP BY ijlgio;",59,1,3,0,0,0
