Query_ID,Query_String,Length,Special_Chars,Keyword_Count,Mutation_Count,Anomaly_Score,Label
8195,SELECT * FROM users WHERE username='' OR '1'='1'; --,166,10,2,3,0.605,Malicious
8196,SELECT * FROM users WHERE username='' OR '1'='1'; --,56,6,2,3,0.4096,Malicious
8197,DROP TABLE users; --,40,3,3,2,0.7754,Malicious
8198,SELECT * FROM users WHERE username='' OR '1'='1'; --,132,6,5,3,0.4525,Malicious
8199,UPDATE accounts SET balance=999999 WHERE account_id=202; --,140,6,3,3,0.8574,Malicious
8200,DROP TABLE users; --,38,4,3,2,0.6333,Malicious
8201,DELETE FROM logs WHERE timestamp < '2024-01-01';,164,9,5,3,0.4723,Safe
8202,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",142,4,2,0,0.1468,Safe
8203,DELETE FROM logs WHERE timestamp < '2024-01-01';,46,10,4,3,0.1046,Safe
8204,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",20,0,2,0,0.9743,Safe
8205,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",95,7,4,3,0.8008,Malicious
8206,SELECT COUNT(*) FROM employees WHERE department='HR';,69,7,4,3,0.6344,Safe
8207,DELETE FROM logs WHERE timestamp < '2024-01-01';,191,5,1,3,0.4959,Safe
8208,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",22,10,3,0,0.2191,Safe
8209,SELECT COUNT(*) FROM employees WHERE department='HR';,180,0,4,0,0.1365,Safe
8210,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",163,10,5,1,0.4254,Malicious
8211,SELECT * FROM users WHERE username='john_doe' AND password='1234';,138,7,2,0,0.9604,Safe
8212,SELECT COUNT(*) FROM employees WHERE department='HR';,55,1,4,1,0.4089,Safe
8213,SELECT COUNT(*) FROM employees WHERE department='HR';,93,1,2,2,0.0571,Safe
8214,DROP TABLE users; --,181,4,3,3,0.7946,Malicious
8215,DELETE FROM logs WHERE timestamp < '2024-01-01';,109,6,4,0,0.2192,Safe
8216,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",134,0,5,2,0.6123,Safe
8217,UPDATE accounts SET balance=999999 WHERE account_id=202; --,90,9,4,1,0.1101,Malicious
8218,DELETE FROM logs WHERE timestamp < '2024-01-01';,192,1,5,0,0.9635,Safe
8219,DELETE FROM logs WHERE timestamp < '2024-01-01';,138,0,1,1,0.0163,Safe
8220,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,132,4,5,3,0.8639,Malicious
8221,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",104,10,4,1,0.1063,Malicious
8222,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",110,3,5,3,0.385,Safe
8223,DROP TABLE users; --,200,9,2,3,0.2744,Malicious
8224,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",173,3,2,3,0.9263,Safe
8225,SELECT * FROM users WHERE username='john_doe' AND password='1234';,113,5,3,1,0.5762,Safe
8226,UPDATE accounts SET balance=999999 WHERE account_id=202; --,153,1,3,1,0.1799,Malicious
8227,SELECT COUNT(*) FROM employees WHERE department='HR';,142,10,5,2,0.6001,Safe
8228,DROP TABLE users; --,96,1,2,2,0.3206,Malicious
8229,SELECT COUNT(*) FROM employees WHERE department='HR';,159,6,3,0,0.2837,Safe
8230,SELECT COUNT(*) FROM employees WHERE department='HR';,178,1,1,1,0.2589,Safe
8231,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",96,0,1,2,0.2486,Safe
8232,DROP TABLE users; --,87,3,4,0,0.7141,Malicious
8233,SELECT COUNT(*) FROM employees WHERE department='HR';,177,9,4,0,0.9356,Safe
8234,DROP TABLE users; --,63,4,2,0,0.3498,Malicious
8235,SELECT COUNT(*) FROM employees WHERE department='HR';,81,9,1,3,0.9091,Safe
8236,SELECT COUNT(*) FROM employees WHERE department='HR';,158,0,2,2,0.3133,Safe
8237,SELECT * FROM users WHERE username='john_doe' AND password='1234';,142,1,1,0,0.8059,Safe
8238,DELETE FROM logs WHERE timestamp < '2024-01-01';,67,2,4,0,0.8235,Safe
8239,SELECT COUNT(*) FROM employees WHERE department='HR';,129,3,4,3,0.0162,Safe
8240,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",116,0,2,3,0.3303,Malicious
8241,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,134,5,2,1,0.2519,Malicious
8242,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",136,1,2,1,0.0617,Safe
8243,UPDATE accounts SET balance=5000 WHERE account_id=202;,107,7,4,1,0.6859,Safe
8244,UPDATE accounts SET balance=5000 WHERE account_id=202;,98,7,5,0,0.4027,Safe
8245,DELETE FROM logs WHERE timestamp < '2024-01-01';,152,0,5,2,0.2429,Safe
8246,UPDATE accounts SET balance=5000 WHERE account_id=202;,75,6,1,3,0.4895,Safe
8247,SELECT COUNT(*) FROM employees WHERE department='HR';,34,6,5,3,0.4254,Safe
8248,SELECT * FROM users WHERE username='' OR '1'='1'; --,158,2,3,3,0.4525,Malicious
8249,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",172,9,3,2,0.1751,Safe
8250,DELETE FROM logs WHERE timestamp < '2024-01-01';,72,0,1,3,0.554,Safe
8251,UPDATE accounts SET balance=999999 WHERE account_id=202; --,182,10,4,2,0.453,Malicious
8252,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",181,1,1,2,0.7577,Safe
8253,SELECT * FROM users WHERE username='john_doe' AND password='1234';,94,0,5,0,0.9603,Safe
8254,SELECT * FROM users WHERE username='john_doe' AND password='1234';,49,7,2,3,0.8966,Safe
8255,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",30,8,3,1,0.7573,Safe
8256,UPDATE accounts SET balance=5000 WHERE account_id=202;,189,9,5,2,0.6685,Safe
8257,UPDATE accounts SET balance=999999 WHERE account_id=202; --,114,0,1,2,0.6411,Malicious
8258,DELETE FROM logs WHERE timestamp < '2024-01-01';,21,7,2,0,0.7108,Safe
8259,DELETE FROM logs WHERE timestamp < '2024-01-01';,110,0,2,0,0.3631,Safe
8260,SELECT * FROM users WHERE username='john_doe' AND password='1234';,57,0,1,1,0.2766,Safe
8261,SELECT COUNT(*) FROM employees WHERE department='HR';,22,10,2,3,0.506,Safe
8262,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,101,7,3,3,0.5929,Malicious
8263,SELECT * FROM users WHERE username='' OR '1'='1'; --,121,8,5,2,0.4701,Malicious
8264,SELECT COUNT(*) FROM employees WHERE department='HR';,60,9,4,2,0.4496,Safe
8265,DELETE FROM logs WHERE timestamp < '2024-01-01';,105,4,2,0,0.8892,Safe
8266,SELECT COUNT(*) FROM employees WHERE department='HR';,93,0,2,1,0.1185,Safe
8267,UPDATE accounts SET balance=999999 WHERE account_id=202; --,149,3,4,1,0.6652,Malicious
8268,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",58,1,4,0,0.1917,Safe
8269,UPDATE accounts SET balance=999999 WHERE account_id=202; --,153,1,2,3,0.2974,Malicious
8270,DELETE FROM logs WHERE timestamp < '2024-01-01';,79,5,1,1,0.4785,Safe
8271,DROP TABLE users; --,200,10,5,2,0.5755,Malicious
8272,SELECT * FROM users WHERE username='john_doe' AND password='1234';,82,10,5,0,0.1656,Safe
8273,SELECT COUNT(*) FROM employees WHERE department='HR';,78,1,4,3,0.2341,Safe
8274,SELECT COUNT(*) FROM employees WHERE department='HR';,196,1,3,2,0.052,Safe
8275,SELECT * FROM users WHERE username='john_doe' AND password='1234';,144,4,3,2,0.335,Safe
8276,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",66,2,3,1,0.7248,Safe
8277,SELECT * FROM users WHERE username='john_doe' AND password='1234';,57,3,2,3,0.8842,Safe
8278,DROP TABLE users; --,92,9,4,0,0.0679,Malicious
8279,DELETE FROM logs WHERE timestamp < '2024-01-01';,85,9,2,2,0.7428,Safe
8280,DELETE FROM logs WHERE timestamp < '2024-01-01';,75,1,2,1,0.4623,Safe
8281,UPDATE accounts SET balance=999999 WHERE account_id=202; --,110,5,1,2,0.9665,Malicious
8282,DROP TABLE users; --,23,6,4,3,0.8404,Malicious
8283,UPDATE accounts SET balance=999999 WHERE account_id=202; --,199,4,3,2,0.3289,Malicious
8284,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",47,6,3,0,0.7613,Malicious
8285,DELETE FROM logs WHERE timestamp < '2024-01-01';,136,7,5,2,0.1063,Safe
8286,SELECT COUNT(*) FROM employees WHERE department='HR';,28,5,5,2,0.2526,Safe
8287,UPDATE accounts SET balance=5000 WHERE account_id=202;,91,2,1,0,0.3723,Safe
8288,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",92,3,3,0,0.3734,Malicious
8289,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",110,2,4,1,0.2206,Safe
8290,UPDATE accounts SET balance=5000 WHERE account_id=202;,116,2,4,3,0.7362,Safe
8291,DELETE FROM logs WHERE timestamp < '2024-01-01';,85,6,1,0,0.2269,Safe
8292,UPDATE accounts SET balance=5000 WHERE account_id=202;,129,8,5,0,0.309,Safe
8293,UPDATE accounts SET balance=5000 WHERE account_id=202;,158,8,2,2,0.6487,Safe
8294,UPDATE accounts SET balance=999999 WHERE account_id=202; --,151,7,5,3,0.4948,Malicious
8295,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",114,1,3,1,0.6703,Safe
8296,UPDATE accounts SET balance=5000 WHERE account_id=202;,185,5,3,0,0.2278,Safe
8297,SELECT * FROM users WHERE username='' OR '1'='1'; --,164,2,4,1,0.5161,Malicious
8298,DROP TABLE users; --,63,4,1,3,0.1023,Malicious
8299,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",155,1,5,2,0.5109,Safe
8300,UPDATE accounts SET balance=5000 WHERE account_id=202;,59,4,3,1,0.0863,Safe
8301,SELECT * FROM users WHERE username='john_doe' AND password='1234';,37,10,2,0,0.9693,Safe
8302,UPDATE accounts SET balance=5000 WHERE account_id=202;,161,5,5,0,0.1343,Safe
8303,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",71,2,4,1,0.1805,Malicious
8304,UPDATE accounts SET balance=5000 WHERE account_id=202;,49,7,3,0,0.9634,Safe
8305,UPDATE accounts SET balance=5000 WHERE account_id=202;,104,3,3,0,0.3803,Safe
8306,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",31,7,2,1,0.3592,Safe
8307,DROP TABLE users; --,188,8,5,2,0.3944,Malicious
8308,SELECT * FROM users WHERE username='john_doe' AND password='1234';,152,2,3,1,0.4124,Safe
8309,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",46,4,2,3,0.1929,Safe
8310,UPDATE accounts SET balance=5000 WHERE account_id=202;,56,1,1,3,0.1666,Safe
8311,SELECT * FROM users WHERE username='john_doe' AND password='1234';,158,4,4,3,0.717,Safe
8312,SELECT * FROM users WHERE username='john_doe' AND password='1234';,100,4,5,1,0.5427,Safe
8313,DELETE FROM logs WHERE timestamp < '2024-01-01';,96,6,1,3,0.9938,Safe
8314,DROP TABLE users; --,21,4,2,2,0.3504,Malicious
8315,UPDATE accounts SET balance=5000 WHERE account_id=202;,102,2,1,3,0.9529,Safe
8316,UPDATE accounts SET balance=999999 WHERE account_id=202; --,123,2,4,1,0.5085,Malicious
8317,SELECT * FROM users WHERE username='john_doe' AND password='1234';,27,2,4,1,0.1402,Safe
8318,SELECT * FROM users WHERE username='john_doe' AND password='1234';,53,4,3,1,0.316,Safe
8319,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",141,2,3,1,0.4176,Safe
8320,SELECT * FROM users WHERE username='' OR '1'='1'; --,47,0,2,0,0.8626,Malicious
8321,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",121,3,3,3,0.2527,Safe
8322,SELECT * FROM users WHERE username='john_doe' AND password='1234';,125,10,1,0,0.2087,Safe
8323,SELECT COUNT(*) FROM employees WHERE department='HR';,128,6,1,2,0.3225,Safe
8324,UPDATE accounts SET balance=5000 WHERE account_id=202;,154,10,1,1,0.7262,Safe
8325,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,56,1,5,0,0.8862,Malicious
8326,DROP TABLE users; --,53,1,1,1,0.0947,Malicious
8327,SELECT COUNT(*) FROM employees WHERE department='HR';,108,8,1,2,0.3911,Safe
8328,UPDATE accounts SET balance=5000 WHERE account_id=202;,145,7,3,3,0.692,Safe
8329,UPDATE accounts SET balance=5000 WHERE account_id=202;,40,3,5,1,0.0846,Safe
8330,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",59,2,3,3,0.7972,Malicious
8331,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",161,0,4,3,0.931,Malicious
8332,SELECT COUNT(*) FROM employees WHERE department='HR';,183,8,4,2,0.3375,Safe
8333,DELETE FROM logs WHERE timestamp < '2024-01-01';,34,3,4,3,0.3366,Safe
8334,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",195,7,4,1,0.4374,Malicious
8335,SELECT * FROM users WHERE username='' OR '1'='1'; --,184,6,2,1,0.2191,Malicious
8336,SELECT * FROM users WHERE username='' OR '1'='1'; --,70,8,4,0,0.1424,Malicious
8337,SELECT * FROM users WHERE username='john_doe' AND password='1234';,140,2,3,0,0.624,Safe
8338,SELECT * FROM users WHERE username='john_doe' AND password='1234';,182,3,5,2,0.5748,Safe
8339,DROP TABLE users; --,175,1,2,3,0.4578,Malicious
8340,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",121,6,5,0,0.543,Safe
8341,DELETE FROM logs WHERE timestamp < '2024-01-01';,181,5,4,2,0.439,Safe
8342,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,67,8,1,3,0.5806,Malicious
8343,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",150,8,4,1,0.4289,Safe
8344,SELECT * FROM users WHERE username='' OR '1'='1'; --,154,6,3,2,0.1483,Malicious
8345,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",26,7,5,2,0.4401,Safe
8346,DROP TABLE users; --,168,9,1,2,0.3086,Malicious
8347,DROP TABLE users; --,150,10,3,1,0.6034,Malicious
8348,DELETE FROM logs WHERE timestamp < '2024-01-01';,31,3,5,1,0.5725,Safe
8349,DELETE FROM logs WHERE timestamp < '2024-01-01';,183,10,4,1,0.0655,Safe
8350,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",60,4,1,0,0.1241,Safe
8351,DELETE FROM logs WHERE timestamp < '2024-01-01';,98,8,2,3,0.7146,Safe
8352,SELECT COUNT(*) FROM employees WHERE department='HR';,141,8,1,0,0.5953,Safe
8353,SELECT * FROM users WHERE username='john_doe' AND password='1234';,65,0,5,3,0.1913,Safe
8354,DROP TABLE users; --,58,4,3,3,0.6978,Malicious
8355,UPDATE accounts SET balance=5000 WHERE account_id=202;,47,0,1,1,0.435,Safe
8356,DROP TABLE users; --,158,2,2,3,0.2931,Malicious
8357,UPDATE accounts SET balance=999999 WHERE account_id=202; --,71,2,5,0,0.2005,Malicious
8358,DROP TABLE users; --,66,9,4,3,0.4727,Malicious
8359,UPDATE accounts SET balance=999999 WHERE account_id=202; --,44,9,2,1,0.9748,Malicious
8360,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",60,9,1,0,0.0721,Safe
8361,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",70,9,4,3,0.4422,Malicious
8362,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,123,1,4,2,0.479,Malicious
8363,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",112,3,3,3,0.8519,Safe
8364,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",22,4,3,3,0.7545,Safe
8365,UPDATE accounts SET balance=5000 WHERE account_id=202;,67,10,2,0,0.1627,Safe
8366,DROP TABLE users; --,99,4,3,0,0.0041,Malicious
8367,SELECT * FROM users WHERE username='' OR '1'='1'; --,135,3,1,0,0.1129,Malicious
8368,UPDATE accounts SET balance=5000 WHERE account_id=202;,174,1,5,0,0.0054,Safe
8369,SELECT COUNT(*) FROM employees WHERE department='HR';,193,3,3,0,0.0933,Safe
8370,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,68,4,3,1,0.3569,Malicious
8371,UPDATE accounts SET balance=999999 WHERE account_id=202; --,150,9,4,0,0.7131,Malicious
8372,UPDATE accounts SET balance=999999 WHERE account_id=202; --,37,4,4,0,0.6105,Malicious
8373,SELECT * FROM users WHERE username='' OR '1'='1'; --,200,3,3,3,0.6158,Malicious
8374,SELECT * FROM users WHERE username='john_doe' AND password='1234';,198,8,4,0,0.1071,Safe
8375,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",75,0,1,1,0.7619,Safe
8376,DELETE FROM logs WHERE timestamp < '2024-01-01';,168,6,5,2,0.7294,Safe
8377,DELETE FROM logs WHERE timestamp < '2024-01-01';,23,0,3,1,0.835,Safe
8378,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,69,5,2,2,0.0652,Malicious
8379,UPDATE accounts SET balance=5000 WHERE account_id=202;,194,5,2,1,0.4049,Safe
8380,DELETE FROM logs WHERE timestamp < '2024-01-01';,176,1,3,3,0.1586,Safe
8381,DROP TABLE users; --,26,0,1,3,0.9159,Malicious
8382,SELECT COUNT(*) FROM employees WHERE department='HR';,68,1,5,3,0.5816,Safe
8383,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,67,9,3,3,0.1917,Malicious
8384,UPDATE accounts SET balance=5000 WHERE account_id=202;,50,2,3,2,0.7273,Safe
8385,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,45,2,3,0,0.5703,Malicious
8386,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",93,5,1,0,0.5757,Malicious
8387,SELECT COUNT(*) FROM employees WHERE department='HR';,170,0,5,3,0.422,Safe
8388,DELETE FROM logs WHERE timestamp < '2024-01-01';,76,3,1,2,0.9049,Safe
8389,SELECT * FROM users WHERE username='' OR '1'='1'; --,54,8,1,2,0.6568,Malicious
8390,DELETE FROM logs WHERE timestamp < '2024-01-01';,175,6,1,2,0.8471,Safe
8391,DELETE FROM logs WHERE timestamp < '2024-01-01';,23,1,1,1,0.3884,Safe
8392,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",183,3,2,1,0.4538,Safe
8393,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,134,6,2,2,0.7514,Malicious
8394,SELECT COUNT(*) FROM employees WHERE department='HR';,63,10,1,3,0.5549,Safe
8395,DELETE FROM logs WHERE timestamp < '2024-01-01';,198,5,3,1,0.4535,Safe
8396,UPDATE accounts SET balance=5000 WHERE account_id=202;,182,1,1,3,0.0507,Safe
8397,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,43,5,1,0,0.5019,Malicious
8398,SELECT COUNT(*) FROM employees WHERE department='HR';,20,2,1,2,0.2601,Safe
8399,UPDATE accounts SET balance=5000 WHERE account_id=202;,117,3,2,1,0.1655,Safe
8400,UPDATE accounts SET balance=999999 WHERE account_id=202; --,23,5,4,1,0.7965,Malicious
8401,UPDATE accounts SET balance=999999 WHERE account_id=202; --,111,3,2,2,0.075,Malicious
8402,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",180,5,3,0,0.4292,Safe
8403,DROP TABLE users; --,110,2,4,2,0.1407,Malicious
8404,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",186,7,1,0,0.3949,Safe
8405,SELECT * FROM users WHERE username='' OR '1'='1'; --,55,9,1,0,0.747,Malicious
8406,SELECT * FROM users WHERE username='john_doe' AND password='1234';,164,0,5,3,0.5513,Safe
8407,SELECT COUNT(*) FROM employees WHERE department='HR';,180,5,1,3,0.4596,Safe
8408,UPDATE accounts SET balance=999999 WHERE account_id=202; --,133,3,2,3,0.7988,Malicious
8409,DELETE FROM logs WHERE timestamp < '2024-01-01';,20,7,4,0,0.8908,Safe
8410,DELETE FROM logs WHERE timestamp < '2024-01-01';,154,6,4,3,0.9902,Safe
8411,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",112,10,4,0,0.8605,Malicious
8412,DELETE FROM logs WHERE timestamp < '2024-01-01';,197,1,2,0,0.717,Safe
8413,DELETE FROM logs WHERE timestamp < '2024-01-01';,132,10,2,0,0.9353,Safe
8414,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",105,10,5,1,0.8066,Safe
8415,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",176,8,1,0,0.0449,Malicious
8416,SELECT * FROM users WHERE username='john_doe' AND password='1234';,84,4,1,3,0.9572,Safe
8417,SELECT * FROM users WHERE username='' OR '1'='1'; --,31,3,3,2,0.4322,Malicious
8418,DELETE FROM logs WHERE timestamp < '2024-01-01';,24,10,3,0,0.6241,Safe
8419,UPDATE accounts SET balance=5000 WHERE account_id=202;,30,1,5,2,0.6941,Safe
8420,SELECT * FROM users WHERE username='john_doe' AND password='1234';,198,8,2,1,0.5191,Safe
8421,UPDATE accounts SET balance=5000 WHERE account_id=202;,158,3,5,0,0.1993,Safe
8422,UPDATE accounts SET balance=5000 WHERE account_id=202;,28,5,5,0,0.8713,Safe
8423,UPDATE accounts SET balance=999999 WHERE account_id=202; --,194,2,1,0,0.2485,Malicious
8424,SELECT * FROM users WHERE username='john_doe' AND password='1234';,147,8,5,0,0.3108,Safe
8425,SELECT * FROM users WHERE username='john_doe' AND password='1234';,73,10,5,1,0.9098,Safe
8426,SELECT COUNT(*) FROM employees WHERE department='HR';,96,4,5,1,0.3237,Safe
8427,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",171,10,2,2,0.5198,Safe
8428,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",94,3,2,0,0.5953,Safe
8429,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,62,6,5,2,0.4586,Malicious
8430,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",179,2,2,2,0.9574,Malicious
8431,SELECT COUNT(*) FROM employees WHERE department='HR';,66,1,4,3,0.6158,Safe
8432,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",147,1,1,1,0.1236,Safe
8433,SELECT COUNT(*) FROM employees WHERE department='HR';,44,10,4,2,0.7693,Safe
8434,SELECT COUNT(*) FROM employees WHERE department='HR';,134,5,5,0,0.9774,Safe
8435,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",45,8,5,0,0.2061,Malicious
8436,UPDATE accounts SET balance=999999 WHERE account_id=202; --,85,4,3,3,0.5388,Malicious
8437,UPDATE accounts SET balance=999999 WHERE account_id=202; --,162,4,2,2,0.1071,Malicious
8438,UPDATE accounts SET balance=5000 WHERE account_id=202;,51,4,1,0,0.8021,Safe
8439,SELECT * FROM users WHERE username='john_doe' AND password='1234';,119,10,1,1,0.5483,Safe
8440,SELECT * FROM users WHERE username='john_doe' AND password='1234';,132,2,3,1,0.9124,Safe
8441,DROP TABLE users; --,86,3,5,3,0.8024,Malicious
8442,SELECT * FROM users WHERE username='john_doe' AND password='1234';,70,0,4,2,0.476,Safe
8443,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",171,6,3,1,0.874,Safe
8444,SELECT * FROM users WHERE username='john_doe' AND password='1234';,23,5,1,2,0.5522,Safe
8445,DELETE FROM logs WHERE timestamp < '2024-01-01';,127,7,2,0,0.7256,Safe
8446,SELECT COUNT(*) FROM employees WHERE department='HR';,28,6,1,0,0.611,Safe
8447,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",134,0,4,0,0.1134,Safe
8448,SELECT * FROM users WHERE username='' OR '1'='1'; --,25,6,2,1,0.5281,Malicious
8449,DROP TABLE users; --,65,2,2,3,0.9512,Malicious
8450,SELECT * FROM users WHERE username='' OR '1'='1'; --,43,3,1,3,0.2677,Malicious
8451,UPDATE accounts SET balance=5000 WHERE account_id=202;,46,3,3,3,0.1504,Safe
8452,SELECT COUNT(*) FROM employees WHERE department='HR';,29,9,5,3,0.9536,Safe
8453,DELETE FROM logs WHERE timestamp < '2024-01-01';,149,6,1,2,0.0617,Safe
8454,DELETE FROM logs WHERE timestamp < '2024-01-01';,33,2,3,2,0.0944,Safe
8455,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,37,3,5,1,0.4745,Malicious
8456,DELETE FROM logs WHERE timestamp < '2024-01-01';,175,7,3,0,0.5417,Safe
8457,UPDATE accounts SET balance=5000 WHERE account_id=202;,159,3,4,0,0.5971,Safe
8458,DELETE FROM logs WHERE timestamp < '2024-01-01';,113,3,4,0,0.6443,Safe
8459,SELECT * FROM users WHERE username='' OR '1'='1'; --,22,6,4,0,0.9416,Malicious
8460,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",161,6,5,1,0.8147,Malicious
8461,SELECT * FROM users WHERE username='' OR '1'='1'; --,43,10,4,3,0.1381,Malicious
8462,SELECT * FROM users WHERE username='john_doe' AND password='1234';,33,10,3,1,0.7452,Safe
8463,SELECT COUNT(*) FROM employees WHERE department='HR';,86,1,5,2,0.5087,Safe
8464,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",116,5,2,0,0.2153,Safe
8465,DELETE FROM logs WHERE timestamp < '2024-01-01';,125,8,2,2,0.3659,Safe
8466,SELECT COUNT(*) FROM employees WHERE department='HR';,60,7,4,3,0.2836,Safe
8467,UPDATE accounts SET balance=999999 WHERE account_id=202; --,88,3,4,0,0.0505,Malicious
8468,SELECT COUNT(*) FROM employees WHERE department='HR';,49,10,2,0,0.4,Safe
8469,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,188,5,3,0,0.0525,Malicious
8470,DELETE FROM logs WHERE timestamp < '2024-01-01';,93,5,4,2,0.9178,Safe
8471,SELECT COUNT(*) FROM employees WHERE department='HR';,139,3,4,1,0.5531,Safe
8472,SELECT * FROM users WHERE username='' OR '1'='1'; --,30,0,2,0,0.999,Malicious
8473,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,161,0,3,2,0.6264,Malicious
8474,SELECT * FROM users WHERE username='' OR '1'='1'; --,196,8,3,0,0.0146,Malicious
8475,SELECT COUNT(*) FROM employees WHERE department='HR';,39,5,5,1,0.5193,Safe
8476,DROP TABLE users; --,30,2,5,1,0.7698,Malicious
8477,UPDATE accounts SET balance=5000 WHERE account_id=202;,29,1,5,2,0.1938,Safe
8478,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,86,3,5,1,0.4396,Malicious
